x,y,class
0.0980342496912483,-1.145064918681711,0
1.5202817621415532,1.2565362680874288,1
-0.7743231989439345,0.34114378797214373,1
-2.36372492562477,-0.8765483975585395,0
-1.6376513810326252,0.9453468061660909,1
0.9890993862700526,-0.9660618057369126,0
1.161412719596339,1.0790196532963152,1
-0.0024943778477048983,-0.6800967369610732,0
1.3118986119488252,-1.3884257882403497,0
-0.6495204790635785,-1.4358074015084639,0
0.7301093253559868,-0.9577977491140661,0
2.016023432183512,1.4984148338691152,1
-0.9194979732953615,1.1909061136099015,1
-1.3574762559183675,0.9368308290629965,1
0.5289759907164088,-0.9263738011427123,0
-2.2418252745863767,0.894081658181893,1
0.8999135214334405,-1.0537147833998521,0
-0.567040159620319,-0.7552143369951413,0
1.7461475205825365,1.363401757467306,1
1.632103598832825,1.3163743571414264,1
1.2568728477882487,-1.7354492628657103,0
-1.9239708360369892,-0.7368765983480876,0
3.4285138927699097,-0.902613537831578,0
0.9709311549610792,0.9983232923931084,1
0.5860088302487199,0.7891115971771149,1
-1.8714622526223392,-0.7104114282634038,0
-2.718262879792364,-0.7356600952879933,0
0.20235226958061947,1.8154033548962962,1
-0.9864925882097364,1.5835387638093859,1
0.5574027515380804,-1.8769973707519376,0
-1.1034217820927645,1.234983814157476,1
0.07314861684258278,-0.9058172180280364,0
-1.012031589445384,0.021804078810993555,1
0.22174045135856324,-0.8517501349222786,0
0.9442697147173446,-1.4666565675174772,0
0.13771869738708542,0.5694423279289962,1
-1.231914117658134,-0.9762224862145628,0
2.066511809789813,-1.3243181501967436,0
-1.51710806263732,-0.9496192324125325,0
0.7739781629758143,0.8823002625657241,1
0.5163879610913809,-2.106262657426809,0
-0.4154033891774457,-1.373722264417681,0
0.39804707877415346,-1.6062210487168844,0
1.0846163962397817,1.034391620370429,1
1.153810941856623,1.0758967773956385,1
0.19551284968230997,-1.2777010870499657,0
1.0675965197600203,0.026858806038119853,0
-1.36082755649121,0.3383437814442263,1
-1.7023311064035012,0.8024166261554617,1
-1.6632474300641662,0.052938191409466095,1
1.5441017332841755,1.2634297234517975,1
-0.9805764661394551,1.0439212727096299,1
-2.099680426488452,-0.7731171327803142,0
0.0031523835085991436,-0.9945024719380356,0
-0.8835311707746781,1.8736290742544668,1
-1.0954599921859776,-0.9397634591335808,0
0.6036830386377037,-0.7857477559221385,0
0.9406406346546672,0.9658547328786317,1
-0.010287799867254144,-1.1268097209668748,0
-0.7650138517246847,2.0502328772694534,1
3.650835554245726,2.3061768249925034,1
-0.033048953727038644,2.597216250080042,1
-0.09264220041739524,-0.6593989911624433,0
1.4166409451401227,1.201223591157217,1
-1.2809159259228888,-0.34272687136490254,1
-1.5387469902538549,0.3341085388203098,1
2.596267825454216,1.7816135170157628,1
0.8174296035031434,-1.0675550850704678,0
-0.5765015277210372,-0.8277093017999191,0
1.9129240892226047,1.458034676769031,1
-2.1569702799350248,0.941252522942176,1
-2.867743610760316,-0.6623092517497453,0
0.9822293471345029,0.9911085319990193,1
-0.9155051334012401,1.334049213858429,1
0.4099463143916465,-0.7473116640804265,0
-1.1985937802071307,-0.7687716274892644,0
-1.19246794534119,-1.2951708696453785,0
0.7830273969398259,0.8965356704670743,1
-1.5190812146564001,-0.6206012163537402,0
-0.5405225285045054,0.23064308130716604,1
-0.9810617700144847,-1.1197115711214298,0
1.243986357898922,1.1163762857769137,1
1.675688793773609,-1.270946034958924,0
0.6834698812251732,0.846608684808253,1
0.255216125613442,0.6130660464129742,1
-0.05681611064218628,-1.4592942315406576,0
-1.083996706924696,-0.9326831921326321,0
-1.890532005164761,-0.677107258857366,0
-1.6903565134244383,-0.8832798950047933,0
-0.3534659083654147,-0.9621912839112796,0
2.4763043760428767,1.71414595458358,1
-1.4149229956344997,1.419916050779733,1
0.8054134451734845,-1.2519949133703894,0
-0.4533186625069474,-0.807953247937492,0
0.7018601862713134,0.8395629750318171,1
-0.9514950154305416,-1.3431412874891668,0
-1.0207592632813547,0.35800632764483986,1
0.13337697151935757,-0.9818467154692102,0
-1.5129834317873694,-0.9459288093075717,0
-1.686074134479412,0.10782250783371705,0
2.0847745657950787,-0.4906538998243133,0
-0.12283679196485153,-1.052370401282162,0
-0.08024348076860655,0.47219692270085567,1
1.5691696687540326,-1.9040336649569485,0
1.4138852928692551,1.1991018962908222,1
-1.109065867176722,-0.5611868249616214,1
-2.2215843995579974,-0.7850478025944221,0
0.9926514705357836,-1.3698649558652156,0
0.32787787975028193,1.0941847193856455,1
0.9200853747411378,-1.3462064570686434,0
2.245819130239879,-2.0424164303131547,0
-2.140404514672804,-1.21133405720083,0
